Hari,Tanggal,Jam,Modal,Pembelian,Barang,Transaksi,Jumlah,Penjualan,Keuntungan
Rabu,16,10,500.000,388,gula,346,74,284,150.000
Sabtu,11,7,700.000,407,beras,311,374,327,150.000
Rabu,11,10,600.000,489,beras,352,529,376,200.000
Jumat,4,3,1.000.000,346,susu,310,587,377,150.000
Sabtu,12,8,1.000.000,414,telur,358,776,253,100.000
Senin,27,11,600.000,392,snack,300,684,324,130.000
Senin,17,7,700.000,351,susu,328,852,132,130.000
Kamis,24,7,400.000,411,susu,316,559,131,150.000
Minggu,13,1,400.000,121,snack,380,980,169,100.000
Jumat,4,8,1.000.000,398,gula,362,328,472,200.000
Jumat,12,4,500.000,114,gula,374,308,457,150.000
Sabtu,28,7,600.000,219,beras,344,823,472,100.000
Sabtu,25,10,500.000,292,snack,397,462,112,130.000
Rabu,2,7,700.000,170,gula,369,308,488,200.000
Sabtu,5,1,600.000,190,beras,346,218,450,200.000
Senin,1,5,500.000,210,snack,305,359,250,100.000
Rabu,8,2,500.000,421,gula,372,136,340,100.000
Selasa,12,0,400.000,452,gula,339,594,230,150.000
Selasa,12,5,600.000,175,gula,375,147,301,200.000
Rabu,22,2,500.000,195,gula,368,666,460,200.000
Senin,27,1,1.000.000,162,beras,380,640,269,200.000
Minggu,27,8,1.000.000,323,snack,387,343,409,100.000
Kamis,23,5,700.000,320,gula,319,848,241,200.000
Minggu,26,5,700.000,248,beras,385,821,183,200.000
Kamis,4,4,600.000,349,susu,333,172,445,130.000
Jumat,14,4,400.000,126,susu,373,148,116,100.000
Selasa,2,5,500.000,141,susu,364,603,184,100.000
Kamis,26,3,600.000,435,telur,306,387,209,100.000
Minggu,14,1,400.000,350,telur,378,422,461,100.000
Senin,2,4,700.000,461,susu,311,35,237,200.000
Sabtu,12,4,400.000,492,telur,341,544,253,130.000
Kamis,18,8,600.000,228,telur,337,934,398,130.000
Kamis,26,1,600.000,250,snack,343,275,427,100.000
Rabu,29,6,400.000,233,snack,382,68,189,200.000
Senin,22,0,700.000,263,beras,368,733,492,200.000
Rabu,5,0,500.000,365,telur,376,829,207,130.000
Rabu,12,7,700.000,122,telur,303,834,113,130.000
Senin,2,1,1.000.000,244,snack,383,913,312,150.000
Sabtu,17,8,400.000,379,gula,388,178,361,150.000
Rabu,8,2,400.000,215,snack,305,556,358,200.000
Senin,29,5,500.000,431,telur,304,227,298,150.000
Senin,9,6,700.000,128,telur,365,676,191,150.000
Minggu,27,0,1.000.000,462,gula,384,412,262,130.000
Kamis,25,10,500.000,155,susu,328,385,406,200.000
Selasa,20,7,700.000,410,beras,327,14,283,130.000
Selasa,15,8,1.000.000,434,telur,391,850,373,150.000
Rabu,15,11,600.000,339,susu,318,591,369,130.000
Rabu,7,9,400.000,152,telur,398,775,106,200.000
Kamis,23,3,1.000.000,106,snack,364,707,198,200.000
Senin,29,8,400.000,222,beras,397,839,422,200.000
Jumat,9,6,500.000,224,susu,382,588,205,200.000
Sabtu,5,11,400.000,345,telur,312,943,236,130.000
Jumat,24,8,500.000,374,snack,342,191,218,200.000
Selasa,27,9,400.000,132,telur,340,897,480,150.000
Selasa,14,6,1.000.000,430,snack,304,992,376,150.000
Jumat,14,11,500.000,163,telur,313,304,113,200.000
Sabtu,26,1,1.000.000,275,telur,322,76,115,100.000
Rabu,29,3,500.000,465,gula,375,531,395,130.000
Sabtu,9,7,1.000.000,115,beras,345,495,495,100.000
Minggu,3,4,400.000,382,beras,397,401,430,150.000
Minggu,1,4,1.000.000,375,gula,397,393,475,150.000
Selasa,30,5,700.000,254,gula,302,456,336,130.000
Rabu,27,9,400.000,132,snack,380,494,458,100.000
Sabtu,6,8,400.000,217,beras,369,960,450,100.000
Minggu,8,4,600.000,314,telur,396,500,223,130.000
Selasa,30,9,700.000,241,susu,381,648,452,200.000
Sabtu,20,5,400.000,420,snack,358,998,229,200.000
Kamis,10,6,1.000.000,482,snack,375,469,293,100.000
Selasa,3,7,400.000,490,beras,380,996,279,150.000
Sabtu,2,10,400.000,267,susu,314,781,304,150.000
Minggu,27,3,1.000.000,334,snack,377,793,176,130.000
Selasa,23,4,500.000,306,susu,385,403,465,100.000
Selasa,10,9,400.000,153,snack,390,282,189,100.000
Jumat,19,6,400.000,216,susu,359,165,108,150.000
Jumat,19,11,500.000,398,telur,350,642,212,150.000
Selasa,30,4,700.000,491,susu,376,560,182,100.000
Senin,25,11,1.000.000,102,telur,394,345,329,130.000
Kamis,9,0,1.000.000,195,snack,344,887,377,100.000
Selasa,12,2,600.000,305,telur,316,807,188,100.000
Selasa,5,1,700.000,383,telur,327,522,103,150.000
Sabtu,22,5,600.000,353,beras,338,466,186,100.000
Rabu,19,8,700.000,241,snack,389,730,195,100.000
Rabu,30,7,700.000,373,beras,381,759,375,150.000
Sabtu,2,7,1.000.000,371,susu,393,560,491,150.000
Sabtu,27,3,700.000,314,susu,384,408,249,200.000
Jumat,28,2,700.000,163,telur,320,678,155,130.000
Senin,19,11,600.000,122,susu,334,929,378,200.000
Minggu,20,11,700.000,263,snack,311,363,482,130.000
Senin,2,2,400.000,221,beras,345,787,275,150.000
Sabtu,19,1,400.000,434,telur,393,88,303,100.000
Rabu,17,4,700.000,474,gula,383,372,437,100.000
Kamis,25,5,1.000.000,211,susu,371,82,137,100.000
Minggu,16,5,500.000,230,snack,313,562,411,150.000
Sabtu,17,4,400.000,492,snack,389,634,469,150.000
Minggu,29,1,1.000.000,196,gula,337,270,404,130.000
Rabu,4,8,700.000,240,susu,328,285,392,150.000
Jumat,13,10,400.000,284,susu,360,829,172,150.000
Jumat,11,9,500.000,225,snack,398,263,164,200.000
Minggu,11,5,400.000,257,susu,311,770,394,200.000
Senin,7,8,1.000.000,423,susu,327,27,396,100.000
Kamis,21,8,500.000,143,gula,386,667,432,200.000
Jumat,14,2,400.000,270,snack,374,397,154,150.000
Minggu,19,4,700.000,269,beras,316,928,282,130.000
Rabu,8,6,400.000,134,telur,384,751,266,150.000
Jumat,15,4,600.000,168,beras,324,526,477,130.000
Kamis,1,3,700.000,472,gula,318,51,187,200.000
Minggu,2,1,600.000,231,telur,339,285,249,130.000
Kamis,23,6,400.000,482,snack,334,926,314,100.000
Jumat,29,3,700.000,273,beras,316,373,277,150.000
Kamis,27,7,600.000,467,beras,330,167,444,200.000
Selasa,6,7,400.000,238,snack,308,357,268,130.000
Sabtu,4,11,600.000,359,telur,399,553,179,150.000
Rabu,22,4,700.000,428,beras,338,357,396,100.000
Jumat,11,0,500.000,401,susu,316,755,386,200.000
Minggu,20,7,400.000,468,beras,395,947,401,130.000
Selasa,4,6,600.000,364,telur,319,791,275,130.000
Senin,6,1,600.000,440,beras,380,948,359,200.000
Selasa,19,6,600.000,104,telur,382,292,402,130.000
Minggu,12,11,1.000.000,299,telur,314,351,195,150.000
Senin,22,7,600.000,148,beras,389,116,338,200.000
Jumat,18,7,1.000.000,266,beras,379,696,143,130.000
Minggu,14,7,500.000,340,telur,392,478,284,150.000
Rabu,5,1,600.000,189,snack,341,574,302,200.000
Minggu,19,1,1.000.000,424,beras,328,817,480,100.000
Senin,18,1,500.000,408,gula,314,722,319,130.000
Selasa,7,1,700.000,481,gula,330,985,238,150.000
Kamis,12,4,400.000,184,telur,346,437,158,100.000
Senin,20,3,700.000,242,snack,346,671,122,100.000
Sabtu,3,6,600.000,244,beras,322,972,289,150.000
Minggu,22,2,600.000,445,snack,304,10,270,100.000
Sabtu,3,10,1.000.000,139,telur,329,510,159,150.000
Jumat,17,9,400.000,433,snack,395,149,492,100.000
Sabtu,18,2,500.000,214,beras,393,193,408,150.000
Minggu,26,8,1.000.000,170,beras,347,356,188,150.000
Jumat,6,0,1.000.000,278,susu,346,110,422,200.000
Minggu,24,6,500.000,308,snack,399,319,498,150.000
Selasa,16,1,500.000,448,beras,385,559,274,100.000
Kamis,24,7,700.000,377,susu,342,358,150,150.000
Kamis,8,10,700.000,402,beras,386,871,213,130.000
Jumat,20,9,1.000.000,157,gula,348,105,463,200.000
Selasa,14,3,1.000.000,337,susu,366,985,496,130.000
Selasa,28,1,1.000.000,417,gula,351,969,313,200.000
Senin,19,2,1.000.000,343,gula,380,447,174,200.000
Jumat,16,3,1.000.000,434,gula,358,480,391,100.000
Jumat,21,5,700.000,104,beras,342,342,151,100.000
Minggu,15,6,700.000,353,gula,304,141,385,150.000
Rabu,20,3,500.000,388,beras,371,16,261,200.000
Kamis,13,3,700.000,343,telur,371,912,382,130.000
Rabu,20,4,400.000,112,gula,378,730,365,150.000
Minggu,16,7,1.000.000,479,snack,381,112,277,200.000
Senin,29,7,600.000,116,gula,388,655,493,100.000
Minggu,18,9,500.000,179,telur,363,751,454,200.000
Senin,19,5,1.000.000,445,telur,385,786,189,100.000
Rabu,8,2,1.000.000,364,telur,373,519,480,100.000
Selasa,23,0,700.000,315,susu,396,718,371,150.000
Kamis,4,2,700.000,205,gula,322,837,271,130.000
Jumat,17,3,700.000,251,snack,362,547,283,200.000
Senin,2,5,400.000,478,telur,340,866,472,200.000
Selasa,29,10,1.000.000,449,gula,393,665,187,130.000
Kamis,11,1,400.000,117,susu,355,621,115,130.000
Kamis,26,11,600.000,378,telur,353,261,218,150.000
Kamis,14,5,700.000,211,gula,319,305,467,130.000
Senin,7,7,600.000,110,snack,313,110,226,100.000
Jumat,11,0,400.000,272,susu,327,533,462,130.000
Sabtu,28,1,700.000,392,gula,334,396,424,200.000
Jumat,28,10,500.000,355,beras,334,424,100,100.000
Rabu,15,5,400.000,187,gula,350,106,179,130.000
Minggu,15,4,400.000,296,beras,397,517,249,130.000
Kamis,15,5,400.000,131,susu,338,153,324,200.000
Minggu,22,0,1.000.000,374,telur,355,724,343,100.000
Senin,19,2,400.000,450,telur,329,626,277,150.000
Senin,20,0,400.000,392,gula,339,862,253,100.000
Minggu,28,4,600.000,492,telur,312,79,187,130.000
Rabu,2,8,600.000,444,susu,316,680,132,200.000
Rabu,12,1,500.000,231,beras,367,470,430,100.000
Minggu,7,8,500.000,420,beras,304,217,285,130.000
Rabu,18,1,500.000,483,susu,369,942,410,130.000
Kamis,3,5,400.000,208,snack,360,937,278,150.000
Kamis,29,8,400.000,426,snack,396,702,163,100.000
Kamis,16,3,400.000,367,telur,343,705,227,200.000
Rabu,23,5,600.000,112,snack,332,154,115,100.000
Senin,30,6,700.000,181,susu,359,326,175,200.000
Rabu,7,5,1.000.000,472,snack,312,213,300,200.000
Minggu,27,4,700.000,486,telur,342,156,195,150.000
Rabu,18,1,700.000,384,beras,312,785,282,150.000
Minggu,7,2,1.000.000,403,gula,381,270,178,200.000
Minggu,6,4,600.000,124,gula,388,218,145,150.000
Selasa,21,5,500.000,250,beras,320,696,464,150.000
Jumat,13,2,400.000,257,snack,370,784,172,130.000
Senin,3,1,500.000,390,snack,363,917,309,150.000
Sabtu,9,11,600.000,415,snack,331,508,442,130.000
Kamis,11,2,700.000,259,telur,385,462,489,100.000
Rabu,7,5,600.000,351,snack,351,142,379,130.000
Minggu,1,4,500.000,146,snack,353,16,261,130.000
Sabtu,9,9,400.000,280,susu,318,534,496,100.000
Kamis,19,7,600.000,296,beras,371,592,317,100.000
Selasa,9,11,500.000,387,telur,336,411,251,200.000
Minggu,7,5,400.000,302,gula,357,664,246,100.000
Sabtu,17,1,600.000,271,susu,327,671,352,200.000
Minggu,6,2,700.000,309,snack,326,520,212,200.000
Kamis,12,2,500.000,331,telur,347,764,141,200.000
Rabu,15,3,700.000,454,snack,375,765,304,130.000
Jumat,9,11,1.000.000,209,gula,337,409,346,150.000
Rabu,18,1,400.000,436,telur,304,733,122,200.000
Senin,7,2,1.000.000,395,susu,331,857,495,150.000
Kamis,3,2,1.000.000,299,beras,360,602,210,200.000
Kamis,12,7,400.000,162,gula,373,841,258,100.000
Senin,10,6,600.000,267,snack,383,919,378,130.000
Kamis,13,4,1.000.000,425,susu,310,238,296,200.000
Sabtu,5,3,500.000,166,beras,348,78,376,130.000
Sabtu,16,3,700.000,260,telur,364,599,410,150.000
Minggu,27,6,600.000,180,snack,382,216,420,150.000
Minggu,23,9,600.000,434,telur,373,574,248,150.000
Minggu,20,8,1.000.000,171,telur,390,741,153,200.000
Senin,13,8,600.000,315,beras,311,135,401,130.000
Senin,30,3,400.000,125,gula,375,860,177,100.000
Sabtu,17,8,400.000,415,snack,365,900,246,130.000
Sabtu,26,10,600.000,119,snack,358,41,430,130.000
Selasa,24,4,1.000.000,422,beras,396,662,249,100.000
Jumat,30,2,400.000,263,snack,362,240,285,200.000
Rabu,28,11,700.000,243,susu,369,472,364,130.000
Kamis,20,11,500.000,166,snack,310,717,484,130.000
Senin,9,8,1.000.000,252,susu,363,574,400,100.000
Senin,27,5,700.000,457,snack,363,303,223,150.000
Jumat,7,7,400.000,482,susu,332,848,272,200.000
Senin,12,8,500.000,163,gula,332,465,232,200.000
Sabtu,24,4,700.000,346,snack,388,586,129,130.000
Sabtu,1,6,500.000,413,gula,330,338,108,150.000
Minggu,1,2,700.000,445,snack,367,207,249,150.000
Minggu,7,7,400.000,336,gula,374,873,226,200.000
Jumat,3,6,700.000,344,beras,344,417,368,100.000
Kamis,9,1,400.000,277,telur,306,258,452,100.000
Jumat,17,4,600.000,147,susu,301,51,380,150.000
Kamis,16,7,400.000,251,telur,352,99,174,150.000
Minggu,17,11,600.000,303,susu,302,730,244,100.000
Senin,21,2,700.000,443,snack,333,946,295,130.000
Kamis,12,1,600.000,455,beras,340,778,478,150.000
Rabu,24,1,600.000,400,snack,388,827,257,150.000
Sabtu,4,0,400.000,371,snack,391,990,257,150.000
Selasa,25,10,600.000,357,gula,375,296,144,150.000
Kamis,1,6,1.000.000,254,susu,342,428,389,100.000
Rabu,2,0,600.000,118,telur,349,494,248,130.000
Senin,12,11,600.000,177,gula,324,69,304,130.000
Jumat,11,0,700.000,107,beras,351,290,443,150.000
Minggu,13,1,400.000,262,susu,345,919,417,130.000
Sabtu,8,5,400.000,428,telur,390,456,236,200.000
Selasa,4,0,500.000,376,gula,358,654,201,150.000
Rabu,19,11,1.000.000,475,susu,362,138,242,100.000
Kamis,14,3,400.000,195,susu,372,41,313,150.000
Kamis,10,6,600.000,191,susu,398,296,361,200.000
Jumat,16,11,500.000,412,gula,389,423,405,130.000
Kamis,16,2,600.000,121,snack,316,468,278,100.000
Kamis,29,11,600.000,234,snack,315,220,144,130.000
Sabtu,16,2,600.000,357,susu,396,655,101,150.000
Minggu,23,9,1.000.000,386,gula,314,995,459,150.000
Jumat,16,3,700.000,481,susu,365,337,209,100.000
Jumat,15,1,700.000,345,snack,388,761,388,100.000
Senin,10,1,600.000,369,telur,385,116,329,130.000
Rabu,18,4,700.000,307,susu,360,955,199,100.000
Selasa,17,7,500.000,481,snack,303,119,496,130.000
Selasa,10,9,400.000,405,snack,374,712,178,150.000
Rabu,18,3,500.000,411,telur,334,168,361,130.000
Kamis,22,1,600.000,279,telur,311,657,167,150.000
Senin,27,11,500.000,106,susu,333,417,487,100.000
Selasa,27,7,400.000,343,beras,351,961,106,150.000
Senin,4,8,1.000.000,309,telur,310,654,151,150.000
Selasa,8,6,600.000,202,gula,342,363,401,100.000
Minggu,3,1,500.000,334,beras,309,806,179,200.000
Kamis,8,2,1.000.000,200,snack,348,610,343,150.000
Kamis,4,9,1.000.000,370,telur,383,159,356,200.000
Jumat,1,0,500.000,411,susu,334,605,324,200.000
Minggu,13,5,700.000,203,susu,368,692,343,130.000
Sabtu,30,3,700.000,261,gula,326,114,463,150.000
Selasa,22,2,700.000,470,beras,390,605,315,100.000
Rabu,9,5,400.000,486,gula,332,881,455,200.000
Sabtu,17,6,600.000,359,snack,360,15,429,200.000
Senin,26,5,500.000,201,susu,360,176,387,200.000
Sabtu,1,7,1.000.000,403,telur,378,584,112,100.000
Rabu,3,2,400.000,281,susu,391,505,323,100.000
Kamis,13,0,700.000,235,susu,381,359,423,100.000
Jumat,28,8,500.000,318,beras,332,18,468,200.000
Rabu,18,2,600.000,411,gula,361,612,194,100.000
Kamis,14,2,500.000,301,beras,396,842,438,150.000
Rabu,28,8,600.000,409,telur,325,741,487,200.000
Minggu,1,9,400.000,409,telur,395,8,425,100.000
Selasa,1,5,700.000,361,telur,356,908,178,130.000
Rabu,7,0,500.000,131,gula,393,545,138,200.000
Sabtu,12,0,400.000,256,susu,304,182,200,100.000
Sabtu,3,5,1.000.000,105,telur,352,93,413,130.000
Selasa,28,1,400.000,338,susu,318,67,124,150.000
Rabu,12,7,400.000,247,gula,350,28,174,200.000
Kamis,20,6,1.000.000,273,gula,386,758,424,200.000
Selasa,15,1,1.000.000,123,gula,362,3,384,150.000
Jumat,19,10,1.000.000,468,telur,337,888,254,150.000
Rabu,14,10,600.000,474,susu,307,884,467,100.000
Kamis,20,9,700.000,354,gula,365,144,481,200.000
Minggu,13,4,700.000,424,beras,354,218,270,130.000
Rabu,13,8,700.000,389,telur,368,610,289,200.000
Kamis,11,1,500.000,399,beras,306,744,456,200.000
Rabu,26,1,400.000,349,susu,362,215,196,130.000
Minggu,9,1,400.000,284,gula,373,41,456,100.000
Sabtu,10,5,700.000,275,susu,390,52,322,130.000
Sabtu,27,1,400.000,236,susu,347,53,482,100.000
Sabtu,9,8,700.000,210,telur,358,671,354,150.000
Kamis,25,0,700.000,291,snack,319,44,349,150.000
Sabtu,12,8,400.000,285,gula,377,531,199,200.000
Jumat,17,1,400.000,314,susu,323,360,163,150.000
Sabtu,5,11,600.000,465,susu,387,410,435,100.000
Senin,1,9,600.000,349,telur,364,740,158,100.000
Minggu,15,9,400.000,390,telur,397,917,386,150.000
Sabtu,8,4,600.000,306,gula,312,938,331,200.000
Rabu,10,7,400.000,468,susu,326,175,233,100.000
Kamis,17,11,400.000,356,beras,383,707,459,200.000
Kamis,30,9,700.000,181,beras,381,679,345,150.000
Sabtu,19,0,500.000,359,snack,332,937,488,100.000
Minggu,5,0,1.000.000,378,gula,353,5,202,200.000
Selasa,7,9,500.000,283,snack,373,91,356,200.000
Selasa,5,11,1.000.000,272,gula,366,121,354,130.000
Rabu,28,4,400.000,118,gula,339,229,171,200.000
Minggu,14,7,400.000,161,telur,303,420,439,150.000
Senin,8,7,500.000,278,gula,372,610,147,150.000
Senin,8,7,500.000,268,snack,304,696,202,200.000
Kamis,11,3,500.000,280,susu,366,336,234,130.000
Sabtu,4,7,700.000,311,telur,361,13,185,150.000
Selasa,21,6,400.000,336,gula,361,794,241,150.000
Jumat,9,11,400.000,247,susu,335,433,212,150.000
Selasa,19,1,700.000,275,snack,361,643,409,150.000
Senin,19,9,400.000,134,telur,345,866,146,200.000
Rabu,25,11,1.000.000,215,gula,313,916,100,130.000
Selasa,25,0,600.000,238,beras,360,702,442,100.000
Rabu,24,9,1.000.000,452,beras,326,651,245,150.000
Jumat,22,9,500.000,100,snack,358,703,425,100.000
Selasa,5,3,1.000.000,419,susu,327,608,488,200.000
Rabu,12,3,500.000,349,beras,360,275,133,100.000
Rabu,25,10,500.000,110,susu,391,363,129,100.000
Senin,7,7,600.000,454,telur,349,125,428,150.000
Rabu,24,8,400.000,403,gula,362,834,183,130.000
Senin,23,7,500.000,474,telur,363,454,194,200.000
Kamis,24,4,1.000.000,207,gula,301,556,246,200.000
Minggu,13,0,600.000,340,susu,390,5,135,200.000
Senin,3,1,500.000,228,snack,320,107,238,130.000
Jumat,17,4,1.000.000,362,gula,376,744,479,150.000
Sabtu,16,8,700.000,393,beras,335,647,342,130.000
Rabu,7,8,500.000,391,telur,333,331,222,130.000
Jumat,9,4,400.000,126,gula,379,66,269,100.000
Kamis,20,10,500.000,497,snack,357,507,384,150.000
Sabtu,9,8,600.000,453,gula,301,253,448,130.000
Rabu,12,5,400.000,109,beras,325,195,409,100.000
Jumat,6,7,600.000,435,snack,344,973,472,200.000
Jumat,22,2,1.000.000,342,susu,385,509,184,150.000
Rabu,30,9,400.000,220,susu,339,708,351,200.000
Rabu,11,1,400.000,277,beras,301,476,294,130.000
Rabu,10,11,400.000,136,beras,347,960,162,130.000
Selasa,22,9,500.000,327,snack,386,607,179,150.000
Kamis,2,8,1.000.000,162,gula,363,5,275,150.000
Minggu,4,11,400.000,375,beras,340,296,400,130.000
Minggu,20,6,400.000,365,snack,362,977,184,130.000
Selasa,5,2,400.000,139,telur,336,920,219,150.000
Sabtu,20,4,600.000,104,gula,367,800,145,130.000
Jumat,5,8,700.000,213,snack,384,81,367,130.000
Selasa,2,1,500.000,307,susu,387,875,244,200.000
Rabu,1,7,400.000,203,beras,376,688,368,130.000
Sabtu,21,8,400.000,125,susu,363,847,492,150.000
Senin,24,1,600.000,140,beras,334,961,435,130.000
Jumat,21,1,700.000,179,susu,341,691,331,130.000
Sabtu,28,0,400.000,347,gula,356,857,329,200.000
Selasa,11,7,700.000,136,telur,311,353,405,130.000
Selasa,23,5,700.000,148,beras,381,942,202,200.000
Selasa,3,11,600.000,253,susu,344,481,290,130.000
Jumat,28,6,700.000,177,telur,330,25,301,130.000
Selasa,24,8,600.000,237,beras,351,82,259,200.000
Rabu,10,7,500.000,350,gula,376,959,295,100.000
Kamis,3,4,700.000,330,telur,357,406,352,130.000
Jumat,1,9,500.000,143,susu,337,244,421,150.000
Sabtu,1,7,1.000.000,451,snack,304,504,196,130.000
Senin,4,3,1.000.000,266,gula,317,913,475,130.000
Jumat,6,4,1.000.000,185,susu,377,723,230,200.000
Rabu,13,0,700.000,326,snack,365,52,321,100.000
Sabtu,12,10,600.000,385,snack,364,148,107,100.000
Sabtu,14,0,600.000,194,snack,358,220,382,130.000
Kamis,17,4,500.000,344,telur,324,132,423,100.000
Rabu,1,10,400.000,198,telur,390,375,476,150.000
Senin,24,9,1.000.000,459,snack,337,299,158,200.000
Sabtu,22,9,500.000,374,susu,340,383,118,150.000
Rabu,1,1,400.000,395,snack,341,991,102,150.000
Kamis,11,8,500.000,311,snack,380,889,294,100.000
Minggu,20,6,500.000,372,beras,341,174,293,130.000
Jumat,1,9,400.000,269,susu,364,880,232,200.000
Senin,27,6,700.000,268,telur,314,387,299,200.000
Rabu,10,4,700.000,239,telur,312,953,357,150.000
Selasa,17,10,500.000,276,gula,353,430,395,130.000
Minggu,14,11,700.000,108,beras,336,371,385,200.000
Kamis,28,9,700.000,132,susu,392,303,487,150.000
Minggu,2,2,600.000,404,gula,327,810,174,130.000
Selasa,8,11,1.000.000,470,snack,391,116,158,130.000
Minggu,23,6,500.000,301,susu,313,797,495,100.000
Selasa,9,10,1.000.000,323,telur,399,194,265,130.000
Jumat,20,10,1.000.000,479,beras,304,971,407,130.000
Selasa,13,10,600.000,138,beras,332,383,487,150.000
Jumat,2,3,400.000,183,susu,315,327,473,100.000
Minggu,5,4,600.000,139,susu,305,5,207,200.000
Rabu,28,4,600.000,123,telur,331,279,240,100.000
Sabtu,26,8,400.000,367,susu,374,905,424,200.000
Kamis,1,6,500.000,308,susu,394,676,387,130.000
Jumat,8,3,400.000,327,gula,304,472,242,150.000
Rabu,17,1,600.000,292,susu,385,61,152,130.000
Sabtu,8,3,400.000,471,gula,321,594,242,200.000
Jumat,21,9,1.000.000,162,gula,388,837,346,150.000
Senin,10,7,700.000,274,beras,353,487,176,150.000
Jumat,28,11,600.000,187,susu,325,844,154,150.000
Kamis,2,5,1.000.000,428,snack,307,515,478,130.000
Sabtu,27,9,600.000,489,snack,395,328,444,200.000
Senin,23,8,400.000,439,beras,384,233,376,150.000
Kamis,9,3,700.000,250,snack,323,383,349,130.000
Sabtu,7,2,600.000,247,gula,336,925,284,100.000
Sabtu,6,11,1.000.000,203,susu,364,294,120,100.000
Kamis,16,6,600.000,433,telur,344,652,262,130.000
Minggu,9,11,600.000,462,beras,301,903,461,150.000
Sabtu,28,11,600.000,373,beras,385,84,368,200.000
Sabtu,15,11,700.000,421,gula,306,478,299,200.000
Selasa,5,3,600.000,163,susu,358,617,133,150.000
Senin,24,4,500.000,172,gula,301,65,154,100.000
Senin,17,2,600.000,433,snack,325,373,328,130.000
Rabu,8,6,1.000.000,490,telur,318,56,433,130.000
Jumat,14,9,700.000,311,gula,331,746,284,150.000
Kamis,10,5,700.000,460,beras,388,905,368,130.000
Minggu,25,3,600.000,201,gula,372,998,243,130.000
Rabu,1,7,700.000,422,susu,344,623,152,130.000
Senin,8,1,500.000,191,beras,338,462,277,130.000
Minggu,15,6,700.000,122,snack,360,858,189,130.000
Rabu,12,8,600.000,296,gula,308,496,415,100.000
